subjectid,gender,birthdate,genotype,cagenumber,health,cagemates,experimenter,tasktypedone,notes,intensityofcost1,intensityofcost2,intensityofcost3,intensityofcost4,costprobability1,costprobability2,costprobability3,costprobability4,rewardconcentration1,rewardconcentration2,rewardconcentration3,rewardconcentration4,rewardvolume1,rewardvolume2,rewardvolume3,rewardvolume4,rewardprobability1,rewardprobability2,rewardprobability3,rewardprobability4,mazenumber,approachavoidtimestamp,approachavoid,playstarttrialtone,presentcost,lightlevel,referencetime,videostartime,feeder,stoptrack,trialname,detectionsettings,trialcontrolsettings,referenceduration,animalid,mazeofferdelivery,mazenoofferdelivery,starttime,recordingafter,recordingduration,trialduration,mazecostoff,coordinatetimes,xcoordinates,ycoordinates,presentcostend,costpresenetationfinish,stopincopixrecording,decisionmakingtime,startincopixrecording,date,activezonetimestamp,activezonevalue,presentcostontimestamp,costacknowledgementtimestamp,deliveryacknowledgementtimestamp,coordinatetimes2,xcoordinates2,ycoordinates2,xtail,ytail,xnose,ynose,direction,truextail,trueytail,truexnose,trueynose,truedirection,id
shakira,Female,07/06/2021,CRL: Long Evans,14292,N/A,Harley,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 13:58:40.2,03/03/2022 13:58:40.1,3,23.6,Trial    42,v.1 Detection Settings,P3 L1 Opposite,0:00:30.7,Shakira,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:58:40.2,0:00:07.0,0:00:23.7,0:00:30.7,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,7.1,15.1,,,,,,,,,,,,,,136288
juana,Female,07/06/2021,CRL: Long Evans,14295,N/A,Fiona,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,10.7,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 13:58:40.2,03/03/2022 13:58:40.1,4,23.6,Trial    42,v.1 Detection Settings,P3 L1 Opposite,0:00:30.7,Juana,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:58:40.2,0:00:07.0,0:00:23.7,0:00:30.7,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,44.000000,5.6,5.6,10.7,,,,,,,,,,,,,,136289
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:07:37.6,03/03/2022 15:07:37.6,2,25.1,Trial     1,v.1 Detection Settings,P3 L1 Opposite,0:00:32.2,none,12.2,12.2,03/03/2022 15:07:37.6,0:00:07.0,0:00:25.2,0:00:32.2,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136290
raissa,Female,07/06/2021,CRL: Long Evans,14293,N/A,Renata,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,12.2,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:07:37.6,03/03/2022 15:07:37.6,3,25.1,Trial     1,v.1 Detection Settings,P3 L1 Opposite,0:00:32.2,Raissa,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:07:37.6,0:00:07.0,0:00:25.2,0:00:32.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,23.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136291
kryssia,Female,07/06/2021,CRL: Long Evans,14291,N/A,Raven,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,13.3,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:07:37.6,03/03/2022 15:07:37.6,3,25.1,Trial     1,v.1 Detection Settings,P3 L1 Opposite,0:00:32.2,Kryssia,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:07:37.6,0:00:07.0,0:00:25.2,0:00:32.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,6.7,15.1,,,,,,,,,,,,,,136292
raven,Female,07/06/2021,CRL: Long Evans,14291,N/A,Kryssia,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,16.1,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:07:37.6,03/03/2022 15:07:37.6,4,25.1,Trial     1,v.1 Detection Settings,P3 L1 Opposite,0:00:32.2,Raven,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:07:37.6,0:00:07.0,0:00:25.2,0:00:32.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,11,44.000000,11,11,16.1,,,,,,,,,,,,,,136293
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:08:30.8,03/03/2022 15:08:30.8,2,32.9,Trial     2,v.1 Detection Settings,P3 L1 Opposite,0:00:40.0,none,12.2,12.2,03/03/2022 15:08:30.8,0:00:07.0,0:00:33.0,0:00:40.0,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136294
raissa,Female,07/06/2021,CRL: Long Evans,14293,N/A,Renata,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:08:30.8,03/03/2022 15:08:30.8,4,32.9,Trial     2,v.1 Detection Settings,P3 L1 Opposite,0:00:40.0,Raissa,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:08:30.8,0:00:07.0,0:00:33.0,0:00:40.0,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,6.4,24.000000,6.4,6.4,13,,,,,,,,,,,,,,136295
kryssia,Female,07/06/2021,CRL: Long Evans,14291,N/A,Raven,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:08:30.8,03/03/2022 15:08:30.8,3,32.9,Trial     2,v.1 Detection Settings,P3 L1 Opposite,0:00:40.0,Kryssia,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:08:30.8,0:00:07.0,0:00:33.0,0:00:40.0,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,8.6,33.000000,8.6,23.9,24.4,,,,,,,,,,,,,,136296
raven,Female,07/06/2021,CRL: Long Evans,14291,N/A,Kryssia,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:08:30.8,03/03/2022 15:08:30.8,4,32.9,Trial     2,v.1 Detection Settings,P3 L1 Opposite,0:00:40.0,Raven,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:08:30.8,0:00:07.0,0:00:33.0,0:00:40.0,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,44.000000,5.6,5.6,10.7,,,,,,,,,,,,,,136297
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,12.2,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 15:09:32.0,03/03/2022 15:09:31.9,4,22.8,Trial     3,v.1 Detection Settings,P3 L1,0:00:29.9,none,12.2,12.2,03/03/2022 15:09:32.0,0:00:07.0,0:00:22.9,0:00:29.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,14.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136298
raissa,Female,07/06/2021,CRL: Long Evans,14293,N/A,Renata,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 15:09:32.0,03/03/2022 15:09:31.9,.,22.8,Trial     3,v.1 Detection Settings,P3 L1,0:00:29.9,Raissa,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:09:32.0,0:00:07.0,0:00:22.9,0:00:29.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,0,0.000000,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,8.7,,,,,,,,,,,,,,136299
kryssia,Female,07/06/2021,CRL: Long Evans,14291,N/A,Raven,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 15:09:32.0,03/03/2022 15:09:31.9,4,22.8,Trial     3,v.1 Detection Settings,P3 L1,0:00:29.9,Kryssia,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:09:32.0,0:00:07.0,0:00:22.9,0:00:29.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,34.000000,5.6,6.4,14.3,,,,,,,,,,,,,,136300
raven,Female,07/06/2021,CRL: Long Evans,14291,N/A,Kryssia,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 15:09:32.0,03/03/2022 15:09:31.9,4,22.8,Trial     3,v.1 Detection Settings,P3 L1,0:00:29.9,Raven,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:09:32.0,0:00:07.0,0:00:22.9,0:00:29.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,7.8,44.000000,NOT FOUND IN NODULUS,7.8,12.9,,,,,,,,,,,,,,136301
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:10:23.1,03/03/2022 15:10:23.0,2,29.8,Trial     4,v.1 Detection Settings,P3 L1 Opposite,0:00:36.9,none,12.2,12.2,03/03/2022 15:10:23.1,0:00:07.0,0:00:29.9,0:00:36.9,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136302
raissa,Female,07/06/2021,CRL: Long Evans,14293,N/A,Renata,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:10:23.1,03/03/2022 15:10:23.0,4,29.8,Trial     4,v.1 Detection Settings,P3 L1 Opposite,0:00:36.9,Raissa,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:10:23.1,0:00:07.0,0:00:29.9,0:00:36.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,9.3,24.000000,9.3,9.3,15.9,,,,,,,,,,,,,,136303
kryssia,Female,07/06/2021,CRL: Long Evans,14291,N/A,Raven,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:10:23.1,03/03/2022 15:10:23.0,1,29.8,Trial     4,v.1 Detection Settings,P3 L1 Opposite,0:00:36.9,Kryssia,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:10:23.1,0:00:07.0,0:00:29.9,0:00:36.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,8.4,31.000000,8.4,19.9,21.3,,,,,,,,,,,,,,136304
raven,Female,07/06/2021,CRL: Long Evans,14291,N/A,Kryssia,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:10:23.1,03/03/2022 15:10:23.0,4,29.8,Trial     4,v.1 Detection Settings,P3 L1 Opposite,0:00:36.9,Raven,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:10:23.1,0:00:07.0,0:00:29.9,0:00:36.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,9.6,44.000000,9.6,9.6,14.7,,,,,,,,,,,,,,136305
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:11:21.1,03/03/2022 15:11:21.0,2,24.2,Trial     5,v.1 Detection Settings,P3 L1 Opposite,0:00:31.3,none,12.2,12.2,03/03/2022 15:11:21.1,0:00:07.0,0:00:24.3,0:00:31.3,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136306
raissa,Female,07/06/2021,CRL: Long Evans,14293,N/A,Renata,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:11:21.1,03/03/2022 15:11:21.0,1,24.2,Trial     5,v.1 Detection Settings,P3 L1 Opposite,0:00:31.3,Raissa,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:11:21.1,0:00:07.0,0:00:24.3,0:00:31.3,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,21.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136307
kryssia,Female,07/06/2021,CRL: Long Evans,14291,N/A,Raven,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,13.9,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:11:21.1,03/03/2022 15:11:21.0,2,24.2,Trial     5,v.1 Detection Settings,P3 L1 Opposite,0:00:31.3,Kryssia,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:11:21.1,0:00:07.0,0:00:24.3,0:00:31.3,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,6,32.000000,6,7.3,15.7,,,,,,,,,,,,,,136308
raven,Female,07/06/2021,CRL: Long Evans,14291,N/A,Kryssia,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:11:21.1,03/03/2022 15:11:21.0,4,24.2,Trial     5,v.1 Detection Settings,P3 L1 Opposite,0:00:31.3,Raven,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:11:21.1,0:00:07.0,0:00:24.3,0:00:31.3,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,7.5,44.000000,7.5,7.5,12.6,,,,,,,,,,,,,,136309
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:12:13.4,03/03/2022 15:12:13.3,2,36.1,Trial     6,v.1 Detection Settings,P3 L1 Opposite,0:00:43.2,none,12.2,12.2,03/03/2022 15:12:13.4,0:00:07.0,0:00:36.2,0:00:43.2,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136310
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 15:13:17.8,03/03/2022 15:13:17.8,2,22.9,Trial     7,v.1 Detection Settings,P3 L1 Opposite,0:00:30.0,none,12.2,12.2,03/03/2022 15:13:17.8,0:00:07.0,0:00:23.0,0:00:30.0,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136314
raissa,Female,07/06/2021,CRL: Long Evans,14293,N/A,Renata,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,12.2,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:18:32.0,03/03/2022 15:18:31.9,4,20.2,Trial    13,v.1 Detection Settings,P3 L1,0:00:27.3,Raissa,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:18:32.0,0:00:07.0,0:00:20.3,0:00:27.3,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,24.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136339
raissa,Female,07/06/2021,CRL: Long Evans,14293,N/A,Renata,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,12.2,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 15:13:17.8,03/03/2022 15:13:17.8,2,22.9,Trial     7,v.1 Detection Settings,P3 L1 Opposite,0:00:30.0,Raissa,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:13:17.8,0:00:07.0,0:00:23.0,0:00:30.0,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,22.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136315
kryssia,Female,07/06/2021,CRL: Long Evans,14291,N/A,Raven,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 15:13:17.8,03/03/2022 15:13:17.8,1,22.9,Trial     7,v.1 Detection Settings,P3 L1 Opposite,0:00:30.0,Kryssia,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:13:17.8,0:00:07.0,0:00:23.0,0:00:30.0,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,31.000000,5.6,6.6,14.4,,,,,,,,,,,,,,136316
raven,Female,07/06/2021,CRL: Long Evans,14291,N/A,Kryssia,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 15:13:17.8,03/03/2022 15:13:17.8,4,22.9,Trial     7,v.1 Detection Settings,P3 L1 Opposite,0:00:30.0,Raven,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:13:17.8,0:00:07.0,0:00:23.0,0:00:30.0,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,44.000000,5.6,5.6,11,,,,,,,,,,,,,,136317
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 15:14:09.0,03/03/2022 15:14:08.9,2,23.3,Trial     8,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,none,12.2,12.2,03/03/2022 15:14:09.0,0:00:07.0,0:00:23.4,0:00:30.4,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136318
raissa,Female,07/06/2021,CRL: Long Evans,14293,N/A,Renata,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 15:14:09.0,03/03/2022 15:14:08.9,3,23.3,Trial     8,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,Raissa,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:14:09.0,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,23.000000,5.6,5.6,13.1,,,,,,,,,,,,,,136319
kryssia,Female,07/06/2021,CRL: Long Evans,14291,N/A,Raven,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,12.9,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 15:14:09.0,03/03/2022 15:14:08.9,2,23.3,Trial     8,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,Kryssia,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:14:09.0,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,32.000000,5.6,6.3,14.8,,,,,,,,,,,,,,136320
raven,Female,07/06/2021,CRL: Long Evans,14291,N/A,Kryssia,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 15:14:09.0,03/03/2022 15:14:08.9,4,23.3,Trial     8,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,Raven,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:14:09.0,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,44.000000,5.6,5.6,10.7,,,,,,,,,,,,,,136321
